item,itemLabel,rank,pob,pobLabel,hasCountry,hasAdmin,hasref,refitem,exurl,wmurl,wmproj
Q24951046,Sophia Saint Rémy Martelly,NormalRank,Q60,New York,true,true,true,false,false,true,true
Q24951558,Ronald Larêche,NormalRank,Q2637966,Mont-Organisé,true,true,true,false,false,true,true
Q25389354,Ginette Michaud Privert,NormalRank,Q34261,Port-au-Prince,true,true,true,false,false,true,true
Q25581833,Antonio Cheramy,NormalRank,Q216835,Cap-Haïtien,true,true,false,,,,
Q260400,Garry Conille,NormalRank,Q34261,Port-au-Prince,true,true,true,false,false,false,true
Q264711,Michèle Pierre-Louis,NormalRank,Q986301,Jérémie,true,true,false,,,,
Q28801981,Carl Murat Cantave,,,,,,false,,,,
Q28803401,Ricard Pierre,,,,,,false,,,,
Q28836953,Jack Guy Lafontant,NormalRank,Q34261,Port-au-Prince,true,true,false,,,,
Q29563695,Antonio Rodrigue,NormalRank,Q34261,Port-au-Prince,true,true,true,false,false,false,true
Q3045967,Jean Marie Chérestal,NormalRank,Q1025363,Port-Salut,true,true,true,false,false,false,true
Q315427,Jean-Max Bellerive,NormalRank,Q34261,Port-au-Prince,true,true,true,false,false,false,true
Q3166124,Jean-Henry Céant,NormalRank,Q790,Haiti,true,false,true,false,false,false,true
Q323218,Boniface Alexandre,NormalRank,Q34261,Port-au-Prince,true,true,true,false,false,false,true
Q3456201,Rénald Clérismé,NormalRank,Q790,Haiti,true,false,true,false,false,false,true
Q3574161,Yvon Siméon,,,,,,false,,,,
Q471075,Jacques-Édouard Alexis,NormalRank,Q852550,Gonaïves,true,true,true,false,false,false,true
Q5415948,Evans Paul,NormalRank,Q34261,Port-au-Prince,true,true,true,false,false,false,true
Q560895,Gérard Latortue,NormalRank,Q852550,Gonaïves,true,true,false,,,,
Q56651422,Bocchit Edmond,,,,,,false,,,,
Q6207072,Jocelerme Privert,NormalRank,Q2637915,Petit-Trou-de-Nippes,true,true,true,false,false,false,true
Q62596591,Jean-Michel Lapin,,,,,,false,,,,
Q6386793,Kely Bastien,,,,,,false,,,,
Q65512508,Martine Moïse,NormalRank,Q34261,Port-au-Prince,true,true,false,,,,
Q86979548,Marie Michele Rey,NormalRank,Q790,Haiti,true,false,false,,,,
Q87188650,Joseph Joute,NormalRank,Q1880895,Thomonde,true,true,false,,,,
Q887405,Hérard Abraham,NormalRank,Q34261,Port-au-Prince,true,true,false,,,,
Q96198910,Jean Emmanuel Jacquet,NormalRank,Q34261,Port-au-Prince,true,true,false,,,,
Q97255367,Marie Gréta Roy CLEMENT,,,,,,false,,,,
Q57512,Michel Martelly,NormalRank,Q34261,Port-au-Prince,true,true,true,false,false,false,true
Q57854,Laurent Lamothe,NormalRank,Q34261,Port-au-Prince,true,true,false,,,,
