who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
68202102,Senate (Haiti),President of the Haitian Senate,2021-01-12,,Pierre François Sildor,Pierre François Sildor,,,0
68202102,,,2018-01-09,2019-01-17,Q12898435,Youri Latortue,Q28801981,Carl Murat Cantave,1
68202102,,,2006-05-11,2006,Yvon Feuillé,Yvon Feuillé,Q6386793,Kely Bastien,2
